id,age,job_cl,marital_cl,education_cl,default_cl,housing_cl,loan_cl,contact_cl,month_cl,day_of_week_cl,duration,campaign,pdays,previous,poutcome_cl,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y_cl
22,31512,48,1,0,6,1,1,0,1,2,2,22,6,999,0,0,-1.8,92.893,-46.2,1.334,5099.1,0
23,9028,34,1,2,3,0,1,0,1,3,3,884,4,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
24,33008,37,10,2,2,1,0,0,1,2,0,226,2,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
25,11155,37,2,0,3,0,1,0,1,3,3,96,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
26,39963,37,9,0,0,1,1,0,1,3,0,198,1,999,0,0,-1.7,94.055,-39.8,0.754,4991.6,1
27,8180,34,1,0,2,0,1,0,1,3,1,963,2,999,0,0,1.4,94.465,-41.8,4.864,5228.1,1
28,37470,30,3,1,1,0,0,0,0,5,3,148,2,999,0,0,-2.9,92.201,-31.4,0.873,5076.2,1
29,29140,39,1,0,2,0,0,0,0,1,4,216,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,0
30,9239,40,1,0,3,1,1,0,1,3,4,554,2,999,0,0,1.4,94.465,-41.8,4.967,5228.1,1
31,16697,38,8,0,0,0,0,0,1,4,2,83,4,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
32,5784,25,1,0,1,1,0,1,1,2,0,741,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
33,1558,31,1,1,3,0,1,0,1,2,3,99,3,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
34,22133,55,3,0,2,0,1,0,0,5,3,211,3,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
35,32271,40,3,0,4,1,1,0,0,2,4,308,1,999,1,1,-1.8,92.893,-46.2,1.3130000000000002,5099.1,0
36,26590,30,1,0,2,1,1,0,0,8,3,677,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,1
37,36867,55,4,0,0,0,0,0,0,3,1,114,3,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,1
38,28579,29,2,1,0,0,0,0,0,1,2,389,2,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
39,27148,52,0,2,0,0,0,0,0,8,4,65,1,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
40,20629,32,0,1,0,0,1,0,0,5,2,823,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,1
41,15850,39,1,0,4,1,1,0,0,4,0,222,1,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
42,36689,31,2,0,0,0,0,0,0,3,4,276,2,999,0,0,-2.9,92.963,-40.8,1.268,5076.2,1
43,21173,36,0,0,1,0,1,0,0,5,0,91,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
44,28572,49,4,0,0,0,1,0,0,1,2,1214,1,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,1
45,39601,72,5,0,4,0,0,0,0,2,2,443,4,999,0,0,-1.8,93.876,-40.0,0.672,5008.7,1
46,25687,33,8,0,2,1,1,0,0,8,2,636,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
47,18350,40,11,0,5,0,0,1,0,4,3,67,6,999,0,0,1.4,93.918,-42.7,4.968,5228.1,0
48,7881,39,3,1,1,1,0,1,1,3,0,563,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1
49,28620,39,2,1,3,0,0,0,0,1,2,80,3,999,0,0,-1.8,93.075,-47.1,1.415,5099.1,0
50,4397,34,3,0,1,1,1,0,1,2,1,1313,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
51,24009,48,0,0,1,0,1,0,1,7,0,312,1,999,0,0,-0.1,93.798,-40.4,5.0,5195.8,1
52,13820,31,2,0,3,0,1,0,0,4,3,3643,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
53,10828,26,1,1,5,0,0,1,1,3,2,203,1,999,0,0,1.4,94.465,-41.8,4.962,5228.1,0
54,39581,24,6,1,1,0,0,0,0,2,1,153,2,6,2,2,-1.8,93.876,-40.0,0.6679999999999999,5008.7,1
55,40514,33,6,0,3,0,0,0,0,5,0,265,3,3,4,2,-1.7,94.027,-38.3,0.8959999999999999,4991.6,1
56,40220,72,5,0,6,0,0,0,0,4,2,143,1,999,0,0,-1.7,94.215,-40.3,0.8809999999999999,4991.6,1
57,38349,38,2,0,0,0,1,0,0,7,4,156,1,999,0,0,-3.4,92.431,-26.9,0.7390000000000001,5017.5,1
58,37756,79,10,0,4,0,1,0,0,5,4,126,1,3,2,2,-2.9,92.201,-31.4,0.8490000000000001,5076.2,1
59,33640,38,1,1,2,0,0,0,1,2,2,65,5,999,0,0,-1.8,92.893,-46.2,1.281,5099.1,0
60,26962,33,0,1,0,0,0,0,0,8,3,182,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
61,5384,60,5,0,1,1,0,0,1,2,4,597,6,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
62,17235,36,3,0,1,0,1,0,0,4,4,468,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
63,18154,25,3,1,2,0,0,0,0,4,2,509,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
64,37563,20,6,1,1,0,1,0,0,5,4,190,2,999,1,1,-2.9,92.201,-31.4,0.8690000000000001,5076.2,0
65,5829,34,0,0,0,0,1,0,1,2,0,79,5,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
66,33124,33,1,1,6,0,0,0,0,2,1,731,3,999,1,1,-1.8,92.893,-46.2,1.291,5099.1,1
67,859,35,1,1,5,0,0,0,1,2,2,125,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
68,2765,43,11,0,1,1,1,0,1,2,2,96,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
69,35794,56,2,1,3,0,0,0,0,2,0,80,3,999,1,1,-1.8,92.893,-46.2,1.244,5099.1,0
70,38562,48,2,0,1,0,1,0,0,7,3,264,1,999,0,0,-3.4,92.431,-26.9,0.722,5017.5,1
71,30297,46,0,0,6,0,1,0,0,1,3,278,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
72,32029,42,0,0,1,0,2,2,0,2,3,878,3,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,1
73,27904,20,6,1,2,0,0,0,0,0,3,325,1,999,0,0,-1.8,92.843,-50.0,1.538,5099.1,1
74,942,42,3,2,1,1,1,0,1,2,2,117,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
75,7988,37,8,0,2,0,0,0,1,3,0,541,1,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
76,17488,47,7,0,0,0,1,1,0,4,0,83,4,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
77,24586,42,0,2,1,0,0,0,1,8,0,124,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
78,39795,76,10,0,4,0,1,0,0,3,1,296,5,999,0,0,-1.7,94.055,-39.8,0.7020000000000001,4991.6,1
79,40769,41,4,2,0,0,1,0,0,6,4,164,5,3,3,2,-1.1,94.199,-37.5,0.879,4963.6,1
80,10388,31,1,2,1,0,1,1,1,3,0,27,3,999,0,0,1.4,94.465,-41.8,4.96,5228.1,0
81,18080,34,2,0,3,0,0,0,0,4,2,58,1,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
82,27675,41,1,1,2,1,1,0,0,8,4,643,3,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
83,19686,56,2,0,3,0,0,0,0,5,3,124,3,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
84,2566,44,1,0,5,0,1,1,1,2,1,431,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
85,38958,60,0,0,5,1,0,0,0,9,2,357,1,999,0,0,-3.0,92.713,-33.0,0.721,5023.5,1
86,14937,28,1,1,2,1,1,1,0,4,2,278,2,999,0,0,1.4,93.918,-42.7,4.957,5228.1,0
87,30976,26,6,1,1,1,1,0,0,2,1,176,2,999,1,1,-1.8,92.893,-46.2,1.344,5099.1,0
88,5432,32,0,0,0,0,0,0,1,2,4,82,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
89,36891,25,6,1,0,0,1,1,1,3,3,280,6,999,1,1,-2.9,92.963,-40.8,1.235,5076.2,1
90,12673,34,2,1,3,1,0,0,0,4,0,224,4,999,0,0,1.4,93.918,-42.7,4.96,5228.1,0
91,38802,26,0,0,1,0,0,0,0,8,4,338,1,7,1,2,-3.4,92.649,-30.1,0.7140000000000001,5017.5,1
92,3693,37,0,1,1,0,0,0,1,2,4,912,1,999,0,0,1.1,93.994,-36.4,4.859,5191.0,1
93,30203,54,10,0,1,0,1,0,0,1,3,381,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
94,1399,35,1,0,6,0,1,0,1,2,3,245,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
95,14529,43,3,1,1,0,1,0,0,4,1,1317,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,1
96,31663,35,1,0,2,1,1,0,0,2,3,234,1,999,1,1,-1.8,92.893,-46.2,1.327,5099.1,0
97,40480,52,4,0,0,0,0,0,0,5,3,175,3,1,3,2,-1.7,94.027,-38.3,0.899,4991.6,1
98,11463,56,5,2,4,1,1,0,1,3,4,75,4,999,0,0,1.4,94.465,-41.8,4.959,5228.1,0
99,31053,52,4,2,0,0,1,0,0,2,2,451,1,999,1,1,-1.8,92.893,-46.2,1.334,5099.1,1
100,26353,29,0,0,1,0,1,0,0,8,3,523,2,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
101,35221,44,1,0,6,0,1,0,0,2,4,611,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,1
102,23347,57,1,0,4,1,1,0,0,5,2,97,4,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
103,6829,50,0,0,1,0,1,0,1,2,2,264,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
104,1233,32,1,0,3,0,1,0,1,2,3,1119,1,999,0,0,1.1,93.994,-36.4,4.855,5191.0,1
105,12285,46,1,0,2,1,1,0,1,4,3,746,4,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0
106,41030,28,0,1,0,0,1,0,0,7,0,225,1,3,3,2,-1.1,94.601,-49.5,1.032,4963.6,1
107,35654,41,9,0,3,0,1,0,0,2,0,276,4,10,1,2,-1.8,92.893,-46.2,1.244,5099.1,0
108,19952,38,0,0,0,0,0,0,0,5,4,172,7,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
109,20803,39,0,2,0,0,1,0,0,5,2,99,3,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
110,30464,39,0,0,1,0,0,0,0,2,0,301,3,3,1,2,-1.8,92.893,-46.2,1.354,5099.1,1
111,27765,34,2,1,3,0,0,0,0,0,4,266,1,999,0,0,-1.8,92.843,-50.0,1.726,5099.1,1
112,2141,51,1,0,2,0,1,0,1,2,0,470,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
113,4904,30,0,1,1,0,1,0,1,2,2,860,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,1
114,36451,46,9,0,2,0,0,0,0,3,1,236,2,999,0,0,-2.9,92.963,-40.8,1.262,5076.2,1
115,605,32,0,1,0,0,1,0,1,2,1,389,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
116,33035,27,1,0,4,1,1,0,0,2,0,877,7,999,0,0,-1.8,92.893,-46.2,1.2990000000000002,5099.1,1
117,5166,36,2,1,0,1,1,0,1,2,4,128,4,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
118,40587,32,3,1,0,0,1,0,0,6,3,128,3,999,2,1,-1.1,94.199,-37.5,0.884,4963.6,0
119,4485,39,1,1,2,0,1,0,1,2,1,650,3,999,0,0,1.1,93.994,-36.4,4.856,5191.0,1
120,40670,29,0,1,1,0,0,0,0,6,3,216,1,6,2,2,-1.1,94.199,-37.5,0.879,4963.6,1
121,35493,31,0,0,0,0,1,0,0,2,0,213,1,999,1,1,-1.8,92.893,-46.2,1.244,5099.1,0
122,5096,37,7,0,3,0,1,1,1,2,4,254,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
123,33318,37,0,2,0,0,0,0,0,2,1,918,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
124,39130,39,0,1,0,0,0,0,1,0,0,229,1,999,1,1,-1.8,93.369,-34.8,0.655,5008.7,1
125,40585,39,4,0,0,0,0,0,0,6,3,291,3,999,0,0,-1.1,94.199,-37.5,0.884,4963.6,1
126,1196,50,1,0,2,0,0,0,1,2,3,135,2,999,0,0,1.1,93.994,-36.4,4.855,5191.0,0
127,40202,29,0,0,0,0,0,0,0,4,0,173,3,999,0,0,-1.7,94.215,-40.3,0.87,4991.6,1
128,2447,33,7,2,2,0,0,0,1,2,1,355,1,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
129,286,39,10,0,2,0,0,0,1,2,0,935,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,1
130,30200,41,0,1,0,0,2,2,0,1,3,1277,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
131,2178,57,5,1,1,0,1,0,1,2,0,166,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
132,24139,44,4,0,0,0,0,0,0,8,0,130,1,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0
133,7934,55,1,0,2,0,1,0,1,3,0,101,2,999,0,0,1.4,94.465,-41.8,4.865,5228.1,0
134,36613,31,0,0,0,0,1,0,0,3,3,81,2,999,1,1,-2.9,92.963,-40.8,1.26,5076.2,1
135,35826,32,3,0,1,1,1,0,0,2,0,642,3,10,1,2,-1.8,92.893,-46.2,1.244,5099.1,1
136,37274,38,2,0,3,0,1,0,0,5,0,923,1,999,1,1,-2.9,92.201,-31.4,0.884,5076.2,1
137,6214,45,1,2,4,0,1,0,1,2,1,78,2,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
138,37407,60,5,0,0,0,1,0,0,5,2,576,1,999,0,0,-2.9,92.201,-31.4,0.879,5076.2,1
139,8821,46,1,0,3,0,1,0,1,3,3,1446,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,1
140,25776,35,7,0,0,0,0,0,0,8,2,405,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
141,35275,54,5,2,0,0,0,0,0,2,4,193,2,999,0,0,-1.8,92.893,-46.2,1.25,5099.1,0
142,35874,57,0,0,0,0,0,0,0,2,4,554,2,999,0,0,-1.8,92.893,-46.2,1.259,5099.1,1
143,14177,30,1,0,1,1,0,0,0,4,0,1153,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,1
144,38946,73,5,0,0,0,1,0,0,8,4,160,1,999,0,0,-3.4,92.649,-30.1,0.718,5017.5,1
145,33418,33,1,0,2,0,0,1,0,2,1,31,4,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
146,38503,63,2,0,3,0,0,0,0,7,1,298,1,999,0,0,-3.4,92.431,-26.9,0.728,5017.5,1
147,39475,85,10,0,4,1,1,0,0,1,1,175,6,6,1,2,-1.8,93.749,-34.6,0.642,5008.7,1
148,37863,30,6,0,0,0,1,0,0,5,0,98,2,3,2,2,-2.9,92.201,-31.4,0.821,5076.2,1
149,21195,50,3,0,2,1,0,0,0,5,0,113,2,999,0,0,1.4,93.444,-36.1,4.963,5228.1,0
150,38869,30,1,1,1,0,1,0,0,8,0,94,1,999,2,1,-3.4,92.649,-30.1,0.7140000000000001,5017.5,0
151,40126,35,2,1,3,0,0,0,0,4,1,337,1,6,1,2,-1.7,94.215,-40.3,0.835,4991.6,1
152,34744,37,1,2,2,0,0,0,1,2,3,604,4,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,1
153,37805,58,5,0,1,0,0,0,0,5,1,242,6,3,1,2,-2.9,92.201,-31.4,0.838,5076.2,1
154,8891,37,1,0,1,0,1,0,1,3,3,280,1,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
155,19013,52,2,2,0,0,1,0,0,5,1,122,1,999,0,0,1.4,93.444,-36.1,4.968,5228.1,0
156,27469,39,0,1,5,0,1,0,0,8,4,504,2,999,1,1,-0.1,93.2,-42.0,4.021,5195.8,1
157,9572,26,6,1,1,0,1,0,1,3,0,901,1,999,0,0,1.4,94.465,-41.8,4.961,5228.1,1
158,39607,52,0,0,0,0,1,0,0,2,3,613,1,3,2,2,-1.8,93.876,-40.0,0.677,5008.7,1
159,36852,53,10,0,4,0,0,0,0,3,1,245,2,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,1
160,3853,41,7,0,1,1,1,0,1,2,4,165,4,999,0,0,1.1,93.994,-36.4,4.859,5191.0,0
161,9072,53,2,0,3,1,0,0,1,3,3,939,6,999,0,0,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
162,30319,33,1,1,4,0,1,0,0,1,3,452,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
163,5761,35,1,0,4,0,1,0,1,2,0,131,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
164,19857,30,0,1,0,0,1,0,0,5,4,235,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,0
165,32647,41,1,0,6,1,0,0,0,2,0,12,8,999,1,1,-1.8,92.893,-46.2,1.2990000000000002,5099.1,0
166,14656,27,3,1,1,0,1,0,0,4,1,232,4,999,0,0,1.4,93.918,-42.7,4.961,5228.1,0
167,31982,24,3,1,1,1,0,0,0,2,3,263,2,10,1,2,-1.8,92.893,-46.2,1.327,5099.1,0
168,38751,72,5,2,6,0,0,0,0,8,2,244,2,999,0,0,-3.4,92.649,-30.1,0.715,5017.5,1
169,11552,36,1,0,2,0,0,0,1,3,4,560,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
170,19439,43,0,1,0,0,1,1,0,5,2,1471,7,999,0,0,1.4,93.444,-36.1,4.967,5228.1,1
171,16635,21,1,0,2,0,0,0,0,4,2,2078,6,999,0,0,1.4,93.918,-42.7,4.963,5228.1,1
172,32265,38,4,0,0,0,0,0,0,2,4,1276,1,999,0,0,-1.8,92.893,-46.2,1.3130000000000002,5099.1,1
173,39748,43,1,1,1,0,1,1,1,2,3,137,1,999,0,0,-1.8,93.876,-40.0,0.6990000000000001,5008.7,0
174,20957,30,0,0,0,0,1,0,0,5,3,165,1,999,0,0,1.4,93.444,-36.1,4.964,5228.1,0
175,17108,25,2,1,1,0,1,1,0,4,4,112,2,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
176,38082,24,0,1,0,0,1,0,0,6,1,106,1,3,1,2,-3.4,92.379,-29.8,0.77,5017.5,1
177,3448,49,0,2,1,0,1,0,1,2,3,136,3,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
178,38310,37,1,0,6,0,1,0,0,7,3,244,1,999,0,0,-3.4,92.431,-26.9,0.74,5017.5,0
179,30028,29,0,1,0,0,0,0,0,1,2,145,1,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
180,28028,44,1,0,2,1,1,0,0,1,3,361,1,999,0,0,-1.8,93.075,-47.1,1.483,5099.1,0
181,16630,53,0,0,0,1,1,1,0,4,2,122,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
182,28506,28,1,1,0,0,1,0,0,1,1,107,3,999,0,0,-1.8,93.075,-47.1,1.423,5099.1,1
183,12893,37,1,1,6,0,1,0,0,4,1,338,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
184,31007,38,2,0,3,0,1,0,0,2,1,371,2,999,0,0,-1.8,92.893,-46.2,1.344,5099.1,0
185,30252,42,3,0,1,0,0,0,0,1,3,344,1,999,0,0,-1.8,93.075,-47.1,1.365,5099.1,1
186,26388,35,2,0,0,0,0,0,0,8,3,92,1,999,0,0,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
187,4698,33,4,0,1,1,1,0,1,2,2,353,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
188,24682,35,1,0,1,1,0,0,0,8,0,273,2,999,1,1,-0.1,93.2,-42.0,4.191,5195.8,0
189,39129,59,4,0,0,0,0,0,0,9,3,646,3,6,1,2,-3.0,92.713,-33.0,0.7,5023.5,0
190,20126,31,0,0,0,1,1,0,0,5,0,70,1,999,0,0,1.4,93.444,-36.1,4.965,5228.1,0
191,11717,38,1,0,2,0,1,0,1,3,4,693,3,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
192,29576,37,3,2,1,1,0,1,0,1,0,92,1,999,1,1,-1.8,93.075,-47.1,1.405,5099.1,0
193,37953,39,1,0,2,0,0,0,0,6,4,293,1,3,1,2,-3.4,92.379,-29.8,0.8029999999999999,5017.5,1
194,690,40,0,2,0,0,0,0,1,2,1,189,3,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
195,12707,42,0,1,0,1,0,0,0,4,0,719,2,999,0,0,1.4,93.918,-42.7,4.96,5228.1,1
196,36626,28,4,1,0,0,0,0,0,3,3,1161,1,4,1,2,-2.9,92.963,-40.8,1.26,5076.2,1
197,28424,36,5,0,1,0,0,0,0,1,3,98,6,999,0,0,-1.8,93.075,-47.1,1.435,5099.1,0
198,37281,37,2,0,0,0,0,0,0,5,0,187,1,4,1,2,-2.9,92.201,-31.4,0.884,5076.2,1
199,33181,26,0,1,0,0,0,0,0,2,1,104,5,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,0
200,74,37,0,0,0,1,0,0,1,2,0,214,1,999,0,0,1.1,93.994,-36.4,4.857,5191.0,0
201,37603,67,5,0,3,0,0,1,0,5,0,186,1,999,0,0,-2.9,92.201,-31.4,0.861,5076.2,1
202,25820,40,2,0,2,0,1,0,0,8,2,59,1,999,0,0,-0.1,93.2,-42.0,4.12,5195.8,0
203,24454,40,0,1,1,1,0,0,0,8,0,120,1,999,0,0,-0.1,93.2,-42.0,4.191,5195.8,0
204,27605,30,1,1,0,0,0,0,0,8,4,7,5,999,0,0,-0.1,93.2,-42.0,4.021,5195.8,0
205,3103,30,8,0,0,0,1,0,1,2,3,230,1,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
206,37875,30,6,0,0,0,0,0,0,5,0,186,3,3,1,2,-2.9,92.201,-31.4,0.821,5076.2,1
207,18139,33,6,0,1,0,1,1,0,4,2,73,3,999,0,0,1.4,93.918,-42.7,4.963,5228.1,0
208,29225,71,5,1,5,0,0,0,0,1,4,188,3,999,0,0,-1.8,93.075,-47.1,1.405,5099.1,1
209,40819,31,0,0,0,0,0,0,0,6,4,232,2,13,1,2,-1.1,94.199,-37.5,0.879,4963.6,1
210,41016,37,4,0,0,0,0,0,0,7,3,339,3,3,3,2,-1.1,94.601,-49.5,1.025,4963.6,1
211,14183,35,2,1,3,0,0,0,0,4,0,154,3,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
212,4759,29,1,1,6,0,1,0,1,2,2,244,1,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
213,4865,35,1,0,2,1,1,0,1,2,2,91,2,999,0,0,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
214,33425,36,0,1,2,0,0,0,0,2,1,458,1,999,0,0,-1.8,92.893,-46.2,1.291,5099.1,1
215,38305,34,2,1,3,0,1,0,0,7,3,138,1,999,1,1,-3.4,92.431,-26.9,0.74,5017.5,0
216,2456,48,1,0,5,1,1,0,1,2,1,124,2,999,0,0,1.1,93.994,-36.4,4.856,5191.0,0
217,36856,40,9,1,4,0,1,0,0,3,1,355,1,999,0,0,-2.9,92.963,-40.8,1.252,5076.2,1
218,39211,33,7,1,0,0,0,0,0,0,0,265,2,999,0,0,-1.8,93.369,-34.8,0.652,5008.7,1
219,11567,58,1,0,4,1,0,0,1,3,4,570,2,999,0,0,1.4,94.465,-41.8,4.959,5228.1,1
220,34378,39,1,0,2,1,1,0,0,2,3,37,6,999,0,0,-1.8,92.893,-46.2,1.266,5099.1,0
221,13116,28,2,2,0,0,1,0,0,4,2,265,1,999,0,0,1.4,93.918,-42.7,4.962,5228.1,0
222,19932,30,0,1,0,0,1,0,0,5,4,459,1,999,0,0,1.4,93.444,-36.1,4.966,5228.1,1
223,38080,27,0,1,0,0,0,0,0,6,1,126,2,999,0,0,-3.4,92.379,-29.8,0.77,5017.5,1
224,12257,39,0,1,1,0,1,0,1,4,3,97,1,999,0,0,1.4,93.918,-42.7,4.966,5228.1,0
225,7290,55,0,0,1,0,1,1,1,2,3,134,4,999,0,0,1.1,93.994,-36.4,4.86,5191.0,0
226,9766,35,1,0,2,1,1,0,1,3,0,579,4,999,0,0,1.4,94.465,-41.8,4.961,5228.1,0
227,7808,38,9,0,6,0,1,0,1,3,0,947,4,999,0,0,1.4,94.465,-41.8,4.865,5228.1,1
